Sr. No,Image,Object_Class,Confidence
2271,35084.png,person,tensor(0.89118)
2271,35084.png,person,tensor(0.88786)
2271,35084.png,person,tensor(0.86719)
2271,35084.png,person,tensor(0.77221)
2271,35084.png,chair,tensor(0.54168)
2272,96231.png,tie,tensor(0.80525)
2272,96231.png,person,tensor(0.59837)
2274,16827.png,clock,tensor(0.54726)
2275,59028.png,person,tensor(0.89636)
2275,59028.png,person,tensor(0.83621)
2276,73984.png,person,tensor(0.70617)
2277,76581.png,person,tensor(0.92284)
2277,76581.png,person,tensor(0.87973)
2277,76581.png,person,tensor(0.82896)
2277,76581.png,person,tensor(0.75771)
2278,85601.png,chair,tensor(0.58417)
2278,85601.png,potted plant,tensor(0.58018)
2278,85601.png,chair,tensor(0.50033)
2279,76259.png,dog,tensor(0.53042)
2280,68193.png,person,tensor(0.84080)
2282,75894.png,dog,tensor(0.76825)
2283,46013.png,tie,tensor(0.65637)
2283,46013.png,person,tensor(0.59590)
2285,10634.png,cell phone,tensor(0.76516)
2286,08621.png,tie,tensor(0.91688)
2288,64520.png,person,tensor(0.74829)
2290,78321.png,person,tensor(0.83103)
2290,78321.png,person,tensor(0.77918)
2290,78321.png,person,tensor(0.72134)
2290,78321.png,person,tensor(0.69257)
2290,78321.png,person,tensor(0.69008)
2290,78321.png,person,tensor(0.67108)
2290,78321.png,person,tensor(0.64370)
2290,78321.png,person,tensor(0.61828)
2290,78321.png,skateboard,tensor(0.60215)
2290,78321.png,person,tensor(0.57244)
2290,78321.png,person,tensor(0.52360)
2290,78321.png,person,tensor(0.51838)
2290,78321.png,person,tensor(0.51658)
2292,63289.png,person,tensor(0.84568)
2292,63289.png,person,tensor(0.78454)
2292,63289.png,person,tensor(0.72143)
2292,63289.png,person,tensor(0.68158)
2292,63289.png,person,tensor(0.67757)
2292,63289.png,person,tensor(0.66730)
2292,63289.png,person,tensor(0.64081)
2292,63289.png,person,tensor(0.61388)
2292,63289.png,person,tensor(0.57515)
2292,63289.png,person,tensor(0.51058)
2292,63289.png,person,tensor(0.50820)
2292,63289.png,person,tensor(0.50761)
2294,46215.png,cup,tensor(0.78760)
2294,46215.png,cup,tensor(0.71011)
2294,46215.png,person,tensor(0.67330)
2294,46215.png,cup,tensor(0.66061)
2294,46215.png,person,tensor(0.53355)
2295,25739.png,person,tensor(0.71302)
2295,25739.png,person,tensor(0.66755)
2296,97562.png,bowl,tensor(0.62726)
2296,97562.png,bottle,tensor(0.62698)
2296,97562.png,person,tensor(0.59655)
2296,97562.png,bottle,tensor(0.58822)
2297,56018.png,person,tensor(0.84078)
2299,95048.png,person,tensor(0.59004)
2300,10329.png,person,tensor(0.74178)
2300,10329.png,horse,tensor(0.65773)
2302,54219.png,person,tensor(0.54045)
2303,85690.png,tie,tensor(0.51639)
2304,47265.png,person,tensor(0.75232)
2304,47265.png,person,tensor(0.71115)
2304,47265.png,person,tensor(0.69964)
2304,47265.png,person,tensor(0.69003)
2304,47265.png,person,tensor(0.65535)
2304,47265.png,person,tensor(0.56341)
2304,47265.png,person,tensor(0.56215)
2306,19304.png,person,tensor(0.70158)
2306,19304.png,chair,tensor(0.52665)
2306,19304.png,dining table,tensor(0.52362)
2307,08134.png,person,tensor(0.56294)
2308,75046.png,person,tensor(0.57113)
2309,81975.png,person,tensor(0.80361)
2310,97142.png,person,tensor(0.83687)
2310,97142.png,person,tensor(0.82528)
2310,97142.png,person,tensor(0.74946)
2310,97142.png,person,tensor(0.57773)
2310,97142.png,person,tensor(0.50505)
2314,35487.png,horse,tensor(0.87099)
2314,35487.png,person,tensor(0.86560)
2317,20936.png,cell phone,tensor(0.67259)
2318,72310.png,dog,tensor(0.56441)
2319,12958.png,person,tensor(0.78262)
2319,12958.png,person,tensor(0.73015)
2319,12958.png,backpack,tensor(0.70020)
2319,12958.png,person,tensor(0.53530)
2320,70148.png,dog,tensor(0.58844)
2321,35478.png,person,tensor(0.58292)
2323,59812.png,person,tensor(0.61009)
2324,69487.png,person,tensor(0.88763)
2324,69487.png,tie,tensor(0.82043)
2324,69487.png,person,tensor(0.77056)
2324,69487.png,tie,tensor(0.61586)
2325,68529.png,person,tensor(0.68496)
2326,53184.png,person,tensor(0.91279)
2327,15738.png,person,tensor(0.57650)
2328,87923.png,cell phone,tensor(0.79140)
2328,87923.png,person,tensor(0.68176)
2330,23047.png,person,tensor(0.91823)
2331,14650.png,person,tensor(0.74979)
2331,14650.png,person,tensor(0.70237)
2331,14650.png,person,tensor(0.68401)
2332,80945.png,person,tensor(0.64965)
2333,64978.png,person,tensor(0.61746)
2334,27908.png,car,tensor(0.91074)
2334,27908.png,car,tensor(0.89722)
2335,06985.png,bird,tensor(0.54219)
2336,60741.png,person,tensor(0.55543)
2337,58976.png,person,tensor(0.65655)
2338,69410.png,person,tensor(0.89357)
2338,69410.png,person,tensor(0.80181)
2339,26095.png,person,tensor(0.62876)
2340,48517.png,person,tensor(0.55203)
2341,34708.png,person,tensor(0.79816)
2342,67548.png,person,tensor(0.69055)
2343,96513.png,truck,tensor(0.68519)
2345,47208.png,person,tensor(0.88195)
2346,13287.png,person,tensor(0.83677)
2347,93051.png,person,tensor(0.80867)
2347,93051.png,person,tensor(0.71625)
2347,93051.png,person,tensor(0.58593)
2348,30815.png,person,tensor(0.86396)
2348,30815.png,person,tensor(0.78082)
2348,30815.png,backpack,tensor(0.73237)
2348,30815.png,person,tensor(0.72924)
2349,86405.png,person,tensor(0.65557)
2350,76320.png,person,tensor(0.86727)
2351,45062.png,tie,tensor(0.60150)
2351,45062.png,person,tensor(0.51742)
2352,69042.png,person,tensor(0.54514)
2353,60592.png,person,tensor(0.74428)
2355,24018.png,person,tensor(0.83016)
2355,24018.png,person,tensor(0.65678)
2356,47693.png,tie,tensor(0.69803)
2356,47693.png,tie,tensor(0.61827)
2357,54130.png,person,tensor(0.79782)
2357,54130.png,person,tensor(0.61117)
2358,54817.png,person,tensor(0.81204)
2358,54817.png,tie,tensor(0.65931)
2359,65814.png,person,tensor(0.63512)
2360,30942.png,person,tensor(0.88551)
2360,30942.png,person,tensor(0.85137)
2360,30942.png,person,tensor(0.75753)
2360,30942.png,person,tensor(0.70141)
2360,30942.png,person,tensor(0.63547)
2360,30942.png,person,tensor(0.59345)
2361,59641.png,car,tensor(0.82161)
2361,59641.png,car,tensor(0.50909)
2362,70495.png,person,tensor(0.55417)
2363,67852.png,person,tensor(0.64625)
2363,67852.png,person,tensor(0.63134)
2363,67852.png,cell phone,tensor(0.54817)
2364,54782.png,person,tensor(0.91752)
2365,43612.png,person,tensor(0.69029)
2365,43612.png,person,tensor(0.50886)
2366,39547.png,tie,tensor(0.59271)
2366,39547.png,person,tensor(0.55589)
2366,39547.png,person,tensor(0.50458)
2367,73465.png,bird,tensor(0.89292)
2367,73465.png,bird,tensor(0.84459)
2368,81546.png,person,tensor(0.71273)
2370,62457.png,person,tensor(0.64302)
2371,54708.png,sports ball,tensor(0.82077)
2371,54708.png,person,tensor(0.55855)
2372,19247.png,person,tensor(0.58400)
2373,14762.png,person,tensor(0.51954)
2374,49205.png,person,tensor(0.74501)
2375,83295.png,person,tensor(0.53187)
2376,10852.png,person,tensor(0.82304)
2376,10852.png,person,tensor(0.79911)
2376,10852.png,person,tensor(0.68313)
2377,87520.png,person,tensor(0.73541)
2377,87520.png,person,tensor(0.70613)
2377,87520.png,person,tensor(0.69528)
2377,87520.png,person,tensor(0.67097)
2377,87520.png,person,tensor(0.60027)
2377,87520.png,person,tensor(0.51019)
2379,59873.png,kite,tensor(0.52811)
2380,48125.png,person,tensor(0.69976)
2380,48125.png,cell phone,tensor(0.52628)
2380,48125.png,person,tensor(0.51147)
2381,08934.png,person,tensor(0.88569)
2382,98657.png,person,tensor(0.51182)
2383,38491.png,cat,tensor(0.90758)
2383,38491.png,cat,tensor(0.89435)
2383,38491.png,cat,tensor(0.87095)
2383,38491.png,cat,tensor(0.85827)
2383,38491.png,cat,tensor(0.79189)
2385,15824.png,person,tensor(0.88393)
2385,15824.png,person,tensor(0.84218)
2385,15824.png,person,tensor(0.69486)
2385,15824.png,person,tensor(0.64241)
2385,15824.png,person,tensor(0.61359)
2386,58621.png,person,tensor(0.51322)
2389,21637.png,person,tensor(0.59502)
2389,21637.png,chair,tensor(0.50922)
2391,21978.png,dog,tensor(0.58397)
2392,80524.png,person,tensor(0.94309)
2393,52986.png,person,tensor(0.95211)
2395,69842.png,person,tensor(0.82896)
2395,69842.png,sheep,tensor(0.71635)
2395,69842.png,sheep,tensor(0.71432)
2395,69842.png,sheep,tensor(0.65479)
2395,69842.png,sheep,tensor(0.64401)
2395,69842.png,sheep,tensor(0.64082)
2395,69842.png,person,tensor(0.55597)
2395,69842.png,person,tensor(0.50365)
2396,89136.png,person,tensor(0.55977)
2397,13259.png,person,tensor(0.65127)
2398,79641.png,person,tensor(0.81602)
2401,27914.png,person,tensor(0.60521)
2403,72584.png,person,tensor(0.74845)
2403,72584.png,cell phone,tensor(0.64523)
2405,40573.png,person,tensor(0.51101)
2406,29483.png,horse,tensor(0.66124)
2406,29483.png,horse,tensor(0.64944)
2406,29483.png,horse,tensor(0.60120)
2406,29483.png,person,tensor(0.52356)
2407,17248.png,person,tensor(0.57745)
2409,41503.png,person,tensor(0.87668)
2409,41503.png,person,tensor(0.77108)
2409,41503.png,person,tensor(0.72356)
2410,63174.png,person,tensor(0.76421)
2411,95130.png,person,tensor(0.67040)
2412,05349.png,person,tensor(0.84882)
2415,34978.png,person,tensor(0.86287)
2415,34978.png,dog,tensor(0.73467)
2416,91208.png,person,tensor(0.64423)
2417,17849.png,stop sign,tensor(0.90685)
2417,17849.png,stop sign,tensor(0.87888)
2417,17849.png,stop sign,tensor(0.83258)
2417,17849.png,stop sign,tensor(0.68350)
2418,72409.png,bird,tensor(0.75727)
2418,72409.png,bird,tensor(0.74621)
2418,72409.png,bird,tensor(0.72476)
2418,72409.png,bird,tensor(0.65979)
2418,72409.png,bird,tensor(0.60463)
2419,10956.png,person,tensor(0.82103)
2420,68192.png,person,tensor(0.75906)
2422,38742.png,person,tensor(0.59939)
2423,26348.png,person,tensor(0.71993)
2424,28317.png,person,tensor(0.69642)
2424,28317.png,tie,tensor(0.68560)
2425,89435.png,person,tensor(0.66311)
2425,89435.png,person,tensor(0.62821)
2426,96071.png,person,tensor(0.84546)
2426,96071.png,potted plant,tensor(0.74042)
2426,96071.png,person,tensor(0.63565)
2426,96071.png,person,tensor(0.58358)
2428,63714.png,tie,tensor(0.72326)
2429,24537.png,person,tensor(0.86485)
2429,24537.png,baseball glove,tensor(0.76385)
2429,24537.png,person,tensor(0.63550)
2429,24537.png,person,tensor(0.61494)
2429,24537.png,person,tensor(0.54932)
2430,87504.png,tie,tensor(0.54442)
2431,56307.png,person,tensor(0.78012)
2433,87902.png,person,tensor(0.62613)
2434,75310.png,person,tensor(0.78115)
2434,75310.png,person,tensor(0.72393)
2434,75310.png,person,tensor(0.71255)
2434,75310.png,person,tensor(0.62135)
2434,75310.png,person,tensor(0.61254)
2434,75310.png,person,tensor(0.50292)
2435,69057.png,person,tensor(0.88559)
2435,69057.png,clock,tensor(0.88307)
2435,69057.png,tie,tensor(0.85937)
2436,50741.png,cup,tensor(0.81129)
2436,50741.png,person,tensor(0.56088)
2436,50741.png,person,tensor(0.52173)
2437,52483.png,tie,tensor(0.67404)
2437,52483.png,person,tensor(0.60825)
2439,42376.png,person,tensor(0.62773)
2441,87510.png,person,tensor(0.82185)
2441,87510.png,person,tensor(0.77786)
2441,87510.png,person,tensor(0.76317)
2441,87510.png,person,tensor(0.75609)
2441,87510.png,person,tensor(0.74692)
2441,87510.png,person,tensor(0.72309)
2441,87510.png,person,tensor(0.71092)
2443,10793.png,person,tensor(0.83161)
2443,10793.png,sheep,tensor(0.73893)
2443,10793.png,sheep,tensor(0.72304)
2443,10793.png,sheep,tensor(0.71912)
2443,10793.png,person,tensor(0.60569)
2443,10793.png,person,tensor(0.58220)
2443,10793.png,sheep,tensor(0.54616)
2443,10793.png,sheep,tensor(0.51310)
2444,59268.png,person,tensor(0.60272)
2445,37095.png,person,tensor(0.85744)
2446,87190.png,person,tensor(0.59815)
2449,01794.png,person,tensor(0.50941)
2451,91562.png,person,tensor(0.83829)
2451,91562.png,sheep,tensor(0.75145)
2451,91562.png,sheep,tensor(0.74233)
2451,91562.png,sheep,tensor(0.74015)
2451,91562.png,sheep,tensor(0.66821)
2451,91562.png,sheep,tensor(0.64773)
2451,91562.png,person,tensor(0.59525)
2451,91562.png,person,tensor(0.57824)
2451,91562.png,sheep,tensor(0.53217)
2452,43820.png,person,tensor(0.57340)
2452,43820.png,handbag,tensor(0.53910)
2453,34152.png,person,tensor(0.93342)
2453,34152.png,person,tensor(0.92992)
2454,78564.png,bowl,tensor(0.90841)
2454,78564.png,microwave,tensor(0.77033)
2454,78564.png,bowl,tensor(0.76969)
2454,78564.png,person,tensor(0.76837)
2454,78564.png,oven,tensor(0.68639)
2454,78564.png,knife,tensor(0.68228)
2455,90864.png,person,tensor(0.82254)
2456,18054.png,bed,tensor(0.52506)
2457,82450.png,bear,tensor(0.57286)
2457,82450.png,sheep,tensor(0.55326)
2462,70843.png,person,tensor(0.56732)
2463,42510.png,person,tensor(0.64404)
2466,07248.png,person,tensor(0.72972)
2466,07248.png,person,tensor(0.60704)
2466,07248.png,person,tensor(0.56727)
2470,74630.png,person,tensor(0.87993)
2473,49185.png,person,tensor(0.55508)
2473,49185.png,person,tensor(0.52717)
2477,08452.png,person,tensor(0.58520)
2478,43596.png,person,tensor(0.76044)
2478,43596.png,person,tensor(0.71070)
2478,43596.png,person,tensor(0.69922)
2478,43596.png,person,tensor(0.69240)
2478,43596.png,person,tensor(0.64813)
2478,43596.png,person,tensor(0.61284)
2478,43596.png,person,tensor(0.53601)
2479,46315.png,tv,tensor(0.60052)
2481,67531.png,person,tensor(0.50076)
2482,68592.png,hot dog,tensor(0.86870)
2482,68592.png,hot dog,tensor(0.61012)
2482,68592.png,hot dog,tensor(0.57191)
2482,68592.png,hot dog,tensor(0.55930)
2482,68592.png,hot dog,tensor(0.55783)
2482,68592.png,carrot,tensor(0.52732)
2483,86175.png,person,tensor(0.74399)
2485,95081.png,person,tensor(0.89420)
2485,95081.png,person,tensor(0.88162)
2485,95081.png,person,tensor(0.73083)
2485,95081.png,person,tensor(0.71517)
2485,95081.png,person,tensor(0.65692)
2485,95081.png,person,tensor(0.65091)
2485,95081.png,person,tensor(0.64387)
2485,95081.png,person,tensor(0.63825)
2486,23510.png,person,tensor(0.75958)
2486,23510.png,person,tensor(0.65547)
2488,03642.png,person,tensor(0.86856)
2488,03642.png,horse,tensor(0.79770)
2488,03642.png,person,tensor(0.77228)
2488,03642.png,person,tensor(0.59563)
2488,03642.png,person,tensor(0.57282)
2489,98163.png,person,tensor(0.82689)
2489,98163.png,person,tensor(0.73727)
2489,98163.png,person,tensor(0.71129)
2489,98163.png,person,tensor(0.70730)
2489,98163.png,person,tensor(0.69664)
2489,98163.png,person,tensor(0.54762)
2492,35910.png,person,tensor(0.90835)
2492,35910.png,tennis racket,tensor(0.57227)
2493,80653.png,person,tensor(0.62250)
2493,80653.png,clock,tensor(0.50679)
2494,74583.png,person,tensor(0.91237)
2494,74583.png,person,tensor(0.88839)
2494,74583.png,person,tensor(0.75900)
2494,74583.png,person,tensor(0.74336)
2494,74583.png,tie,tensor(0.73790)
2494,74583.png,tie,tensor(0.57876)
2495,67849.png,person,tensor(0.51016)
2497,60718.png,person,tensor(0.82119)
2497,60718.png,person,tensor(0.79521)
2497,60718.png,bowl,tensor(0.63223)
2497,60718.png,bottle,tensor(0.52249)
2498,05918.png,person,tensor(0.63395)
2498,05918.png,person,tensor(0.61344)
2498,05918.png,person,tensor(0.55532)
2498,05918.png,person,tensor(0.54669)
2498,05918.png,person,tensor(0.50830)
2499,93254.png,person,tensor(0.57729)
2500,86923.png,person,tensor(0.53384)
2503,51694.png,person,tensor(0.64022)
2504,81096.png,apple,tensor(0.66744)
2506,71920.png,cell phone,tensor(0.85927)
2506,71920.png,person,tensor(0.82147)
2507,62378.png,person,tensor(0.85403)
2507,62378.png,person,tensor(0.83057)
2507,62378.png,person,tensor(0.76906)
2507,62378.png,person,tensor(0.75335)
2507,62378.png,person,tensor(0.73983)
2507,62378.png,person,tensor(0.73859)
2507,62378.png,person,tensor(0.64291)
2507,62378.png,person,tensor(0.60521)
2507,62378.png,car,tensor(0.58632)
2507,62378.png,person,tensor(0.53150)
2512,21647.png,person,tensor(0.65710)
2513,81940.png,person,tensor(0.59128)
2514,14602.png,person,tensor(0.75307)
2514,14602.png,person,tensor(0.51807)
2515,30497.png,person,tensor(0.59965)
2517,07392.png,person,tensor(0.74056)
2517,07392.png,person,tensor(0.55779)
2520,21938.png,cow,tensor(0.85916)
2521,08716.png,person,tensor(0.91723)
2521,08716.png,person,tensor(0.80196)
2521,08716.png,tie,tensor(0.65956)
2522,71480.png,bird,tensor(0.76254)
2523,92417.png,person,tensor(0.88055)
2525,16784.png,cat,tensor(0.57126)
2525,16784.png,sheep,tensor(0.50758)
2527,48175.png,person,tensor(0.64435)
2529,80429.png,car,tensor(0.84272)
2529,80429.png,car,tensor(0.81297)
2529,80429.png,car,tensor(0.73437)
2529,80429.png,car,tensor(0.65415)
2529,80429.png,person,tensor(0.53169)
2529,80429.png,person,tensor(0.53126)
2529,80429.png,horse,tensor(0.52775)
2529,80429.png,person,tensor(0.50972)
2530,86071.png,person,tensor(0.69467)
2530,86071.png,person,tensor(0.65354)
2530,86071.png,chair,tensor(0.62764)
2536,20685.png,person,tensor(0.79913)
2536,20685.png,person,tensor(0.70320)
2536,20685.png,person,tensor(0.68010)
2536,20685.png,person,tensor(0.65232)
2536,20685.png,person,tensor(0.63885)
2536,20685.png,person,tensor(0.62508)
2536,20685.png,person,tensor(0.54006)
2537,13506.png,person,tensor(0.56751)
2538,38460.png,tie,tensor(0.87865)
2538,38460.png,person,tensor(0.74973)
2544,75098.png,chair,tensor(0.77319)
2544,75098.png,tie,tensor(0.55010)
2545,05213.png,person,tensor(0.83308)
2545,05213.png,person,tensor(0.81552)
2545,05213.png,person,tensor(0.61410)
2547,52416.png,person,tensor(0.84233)
2549,03279.png,person,tensor(0.51496)
2550,91308.png,person,tensor(0.84996)
2550,91308.png,person,tensor(0.75555)
2550,91308.png,person,tensor(0.69704)
2550,91308.png,person,tensor(0.68673)
2550,91308.png,person,tensor(0.56646)
2550,91308.png,person,tensor(0.53107)
2551,73956.png,cup,tensor(0.81386)
2551,73956.png,person,tensor(0.79963)
2551,73956.png,cup,tensor(0.79497)
2551,73956.png,person,tensor(0.60671)
2552,51367.png,person,tensor(0.58147)
2553,83964.png,person,tensor(0.69232)
2554,26438.png,person,tensor(0.88998)
2554,26438.png,person,tensor(0.81185)
2554,26438.png,person,tensor(0.75034)
2554,26438.png,sports ball,tensor(0.74610)
2554,26438.png,person,tensor(0.70440)
2554,26438.png,person,tensor(0.69086)
2554,26438.png,person,tensor(0.65654)
2554,26438.png,person,tensor(0.63359)
2554,26438.png,person,tensor(0.62814)
2554,26438.png,tennis racket,tensor(0.58117)
2557,50273.png,cup,tensor(0.82424)
2557,50273.png,person,tensor(0.52511)
2559,43198.png,person,tensor(0.86926)
2559,43198.png,person,tensor(0.72287)
2559,43198.png,person,tensor(0.63102)
2559,43198.png,person,tensor(0.50972)
2560,91468.png,person,tensor(0.50687)
2563,61823.png,person,tensor(0.80987)
2563,61823.png,person,tensor(0.73604)
2563,61823.png,person,tensor(0.73576)
2563,61823.png,person,tensor(0.64799)
2563,61823.png,person,tensor(0.63635)
2563,61823.png,person,tensor(0.53307)
2567,17493.png,person,tensor(0.81514)
2567,17493.png,person,tensor(0.63610)
2568,58971.png,person,tensor(0.63990)
2569,75016.png,person,tensor(0.51186)
2570,51243.png,tie,tensor(0.86358)
2570,51243.png,person,tensor(0.78320)
2571,56081.png,cat,tensor(0.72498)
2572,04273.png,person,tensor(0.54329)
2573,35041.png,car,tensor(0.86702)
2573,35041.png,car,tensor(0.54612)
2574,03495.png,tie,tensor(0.85187)
2574,03495.png,person,tensor(0.59134)
2576,27480.png,person,tensor(0.54570)
2578,30629.png,person,tensor(0.83107)
2578,30629.png,person,tensor(0.78451)
2578,30629.png,person,tensor(0.74866)
2578,30629.png,person,tensor(0.64176)
2582,09238.png,person,tensor(0.57524)
2583,41268.png,tie,tensor(0.93634)
2583,41268.png,person,tensor(0.64043)
2585,50816.png,person,tensor(0.53697)
2586,82473.png,person,tensor(0.71859)
2587,15942.png,person,tensor(0.77840)
2587,15942.png,person,tensor(0.68020)
2587,15942.png,person,tensor(0.52961)
2588,12358.png,person,tensor(0.53508)
2589,68179.png,person,tensor(0.82166)
2589,68179.png,person,tensor(0.75048)
2589,68179.png,person,tensor(0.74925)
2589,68179.png,person,tensor(0.68286)
2589,68179.png,person,tensor(0.64161)
2590,84361.png,tie,tensor(0.73850)
2590,84361.png,person,tensor(0.64318)
2590,84361.png,person,tensor(0.50212)
2592,19873.png,person,tensor(0.85013)
2592,19873.png,person,tensor(0.67977)
2593,54731.png,person,tensor(0.80915)
2594,97153.png,person,tensor(0.52582)
2595,12376.png,tie,tensor(0.71255)
2595,12376.png,person,tensor(0.67116)
2595,12376.png,clock,tensor(0.66151)
2596,94563.png,person,tensor(0.65653)
2596,94563.png,person,tensor(0.56297)
2598,45938.png,person,tensor(0.62047)
2600,70842.png,person,tensor(0.54110)
2600,70842.png,person,tensor(0.50299)
2602,04892.png,person,tensor(0.90006)
2602,04892.png,person,tensor(0.66711)
2604,62934.png,person,tensor(0.70513)
2607,92814.png,person,tensor(0.89022)
2607,92814.png,person,tensor(0.81755)
2607,92814.png,person,tensor(0.80171)
2607,92814.png,person,tensor(0.75147)
2608,64198.png,person,tensor(0.72822)
2610,85614.png,tie,tensor(0.64685)
2610,85614.png,person,tensor(0.63623)
2611,53017.png,person,tensor(0.72274)
2611,53017.png,person,tensor(0.66418)
2612,32704.png,person,tensor(0.78987)
2612,32704.png,person,tensor(0.76870)
2612,32704.png,person,tensor(0.75290)
2612,32704.png,potted plant,tensor(0.65056)
2612,32704.png,vase,tensor(0.60786)
2612,32704.png,person,tensor(0.55093)
2613,34715.png,person,tensor(0.68562)
2615,79581.png,person,tensor(0.60380)
2615,79581.png,person,tensor(0.50835)
2616,80197.png,person,tensor(0.69625)
2616,80197.png,person,tensor(0.59614)
2616,80197.png,person,tensor(0.58843)
2616,80197.png,tie,tensor(0.56337)
2616,80197.png,person,tensor(0.52490)
2617,75269.png,person,tensor(0.79010)
2617,75269.png,car,tensor(0.74621)
2620,08534.png,person,tensor(0.74522)
2622,52748.png,person,tensor(0.64222)
2623,93024.png,person,tensor(0.67769)
2623,93024.png,person,tensor(0.54299)
2625,32974.png,person,tensor(0.93045)
2625,32974.png,potted plant,tensor(0.56036)
2626,48792.png,person,tensor(0.59437)
2627,20165.png,person,tensor(0.75294)
2630,93045.png,person,tensor(0.74332)
2631,70426.png,person,tensor(0.56433)
2634,83650.png,person,tensor(0.72705)
2635,08345.png,person,tensor(0.66417)
2636,21450.png,bowl,tensor(0.67236)
2637,72506.png,cow,tensor(0.56767)
2637,72506.png,cow,tensor(0.53852)
2639,95637.png,person,tensor(0.72055)
2639,95637.png,potted plant,tensor(0.60346)
2639,95637.png,person,tensor(0.58501)
2640,29130.png,tie,tensor(0.86345)
2640,29130.png,person,tensor(0.76925)
2641,62084.png,person,tensor(0.50387)
2642,69534.png,cup,tensor(0.87410)
2642,69534.png,person,tensor(0.86866)
2642,69534.png,chair,tensor(0.77004)
2642,69534.png,cup,tensor(0.76801)
2642,69534.png,person,tensor(0.75134)
2642,69534.png,person,tensor(0.72519)
2642,69534.png,cup,tensor(0.69783)
2642,69534.png,cell phone,tensor(0.64380)
2642,69534.png,person,tensor(0.64086)
2642,69534.png,cup,tensor(0.62220)
2642,69534.png,person,tensor(0.55079)
2646,34862.png,person,tensor(0.89051)
2646,34862.png,person,tensor(0.82351)
2646,34862.png,person,tensor(0.64210)
2646,34862.png,person,tensor(0.58707)
2646,34862.png,person,tensor(0.55195)
2647,13074.png,person,tensor(0.84437)
2647,13074.png,person,tensor(0.80509)
2647,13074.png,person,tensor(0.78870)
2647,13074.png,person,tensor(0.76533)
2647,13074.png,person,tensor(0.65371)
2647,13074.png,person,tensor(0.62843)
2648,49201.png,person,tensor(0.71475)
2648,49201.png,person,tensor(0.63294)
2648,49201.png,person,tensor(0.62251)
2648,49201.png,person,tensor(0.59817)
2651,07412.png,person,tensor(0.51853)
2653,15803.png,person,tensor(0.71332)
2654,46520.png,person,tensor(0.60812)
2655,91584.png,person,tensor(0.86300)
2656,75290.png,person,tensor(0.81299)
2656,75290.png,person,tensor(0.57592)
2656,75290.png,person,tensor(0.57208)
2656,75290.png,person,tensor(0.53690)
2657,47532.png,person,tensor(0.51304)
2658,20749.png,person,tensor(0.75586)
2660,16458.png,person,tensor(0.86266)
2660,16458.png,person,tensor(0.77108)
2660,16458.png,person,tensor(0.75666)
2660,16458.png,tie,tensor(0.59071)
2661,60857.png,person,tensor(0.63964)
2661,60857.png,person,tensor(0.52024)
2663,95831.png,car,tensor(0.51360)
2665,06739.png,person,tensor(0.55143)
2666,61870.png,person,tensor(0.56139)
2667,17324.png,person,tensor(0.66701)
2667,17324.png,person,tensor(0.60040)
2667,17324.png,person,tensor(0.57889)
2668,93401.png,person,tensor(0.67940)
2668,93401.png,person,tensor(0.67257)
2669,32781.png,person,tensor(0.50926)
2670,65124.png,person,tensor(0.80405)
2670,65124.png,person,tensor(0.79269)
2670,65124.png,cup,tensor(0.75706)
2670,65124.png,tie,tensor(0.73580)
2671,12065.png,donut,tensor(0.61995)
2672,52940.png,bear,tensor(0.56773)
2675,05198.png,person,tensor(0.63054)
2677,45291.png,person,tensor(0.70672)
2678,74805.png,person,tensor(0.86992)
2678,74805.png,person,tensor(0.80390)
2679,05726.png,person,tensor(0.62875)
2680,08793.png,tie,tensor(0.84737)
2680,08793.png,person,tensor(0.73647)
2683,07465.png,person,tensor(0.66593)
2683,07465.png,person,tensor(0.64338)
2683,07465.png,person,tensor(0.50919)
2687,45871.png,dog,tensor(0.59314)
2688,54287.png,car,tensor(0.83214)
2688,54287.png,person,tensor(0.69061)
2689,83901.png,person,tensor(0.70153)
2690,32568.png,tie,tensor(0.78029)
2692,52479.png,person,tensor(0.71360)
2693,93506.png,spoon,tensor(0.65248)
2693,93506.png,carrot,tensor(0.50296)
2697,35470.png,person,tensor(0.76454)
2698,43716.png,person,tensor(0.92523)
2698,43716.png,person,tensor(0.85767)
2698,43716.png,person,tensor(0.84887)
2698,43716.png,person,tensor(0.81484)
2698,43716.png,person,tensor(0.78347)
2698,43716.png,person,tensor(0.50433)
2698,43716.png,person,tensor(0.50008)
2701,82094.png,person,tensor(0.69371)
2702,43920.png,person,tensor(0.69918)
2703,24713.png,person,tensor(0.73517)
2703,24713.png,person,tensor(0.67554)
2703,24713.png,person,tensor(0.56420)
2704,70435.png,chair,tensor(0.78024)
2705,04163.png,person,tensor(0.54905)
2706,35689.png,tie,tensor(0.62121)
2708,09867.png,car,tensor(0.51995)
2710,03268.png,person,tensor(0.84338)
2710,03268.png,person,tensor(0.63535)
2710,03268.png,horse,tensor(0.50031)
2711,58674.png,person,tensor(0.88073)
2711,58674.png,person,tensor(0.77215)
2711,58674.png,person,tensor(0.55392)
2713,98461.png,person,tensor(0.52567)
2717,18673.png,chair,tensor(0.70023)
2717,18673.png,person,tensor(0.50538)
2718,03124.png,cell phone,tensor(0.80993)
2719,63159.png,person,tensor(0.64414)
2721,28360.png,tie,tensor(0.82880)
2721,28360.png,person,tensor(0.80108)
2723,79682.png,person,tensor(0.77911)
